,userId,movieName,movieId,rating
96,4,Danger Close: The Battle of Long Tan,94,9.0
97,5,The Report,95,8.0
98,5,Fukkatsu no hi,96,8.0
99,5,Virus,97,8.0
100,5,Gamgi,98,7.0
101,5,Star Wars: Episode IX - The Rise of Skywalker,99,5.0
102,5,Contagion,25,9.0
103,5,Spenser Confidential,100,7.0
104,5,Sonic the Hedgehog,101,8.0
105,5,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,102,7.0
106,5,Starcrash,103,3.0
107,5,Bombshell,104,8.0
108,5,Superman: Red Son,105,7.0
109,5,Charlie's Angels,106,4.0
110,5,Gisaengchung,49,8.0
111,5,The Adventures of Buckaroo Banzai Across the 8th Dimension,107,5.0
112,5,Abigail,108,5.0
113,5,It Chapter Two,109,8.0
114,5,The Final Level: Escaping Rancala,110,3.0
115,5,Free Enterprise,111,8.0
116,5,Zombieland: Double Tap,112,6.0
117,5,Color Out of Space,113,8.0
118,5,Terminator: Dark Fate,114,8.0
119,5,Snatchers,115,7.0
120,5,Dark Light,116,6.0
121,5,Gemini Man,117,7.0
122,6,Contagion,25,8.0
123,6,1917,118,7.0
124,6,Star Wars: Episode IX - The Rise of Skywalker,99,10.0
125,6, The Mandalorian:,119,10.0
126,6,The Mandalorian,119,10.0
127,6,Tin Star,120,6.0
128,6, Fear the Walking Dead:,121,1.0
129,6, Game of Thrones:,122,10.0
130,6,Crazy Rich Asians,123,2.0
131,6,The Titan,124,1.0
132,6, The Walking Dead:,125,3.0
133,7,Contagion,25,10.0
134,8,Contagion,25,8.0
135,8,The Man in the High Castle,126,9.0
136,8,Tuntematon sotilas,127,8.0
137,8,Timeless,128,8.0
138,9,Bad Boys for Life,129,4.0
139,9,Joker,64,8.0
140,9,Black Panther,130,9.0
141,9,Van Helsing,131,
142,9,Person of Interest,132,5.0
143,9,Contagion,25,7.0
144,9,SM-rechter,133,8.0
145,9,The Man Who Would Be King,134,3.0
146,9,Killshot,135,7.0
147,9,Chocolat,136,1.0
148,10,Contagion,25,
149,11,Contagion,25,9.0
150,11,Sons of the Caliphate,137,2.0
151,12,The Call of the Wild,138,8.0
152,12,Joker,64,9.0
153,12,Anthropocene: The Human Epoch,139,8.0
154,12,McQueen,140,9.0
155,12,Koja je ovo drzava!,141,8.0
156,12,Red Army,142,9.0
157,12,Mouchette,143,8.0
158,12,Pope Francis: A Man of His Word,144,8.0
159,12,Auf der anderen Seite,145,9.0
160,12,Still Life,146,9.0
161,12,I Feel Pretty,147,6.0
162,12,Posoki,148,8.0
163,12,L'insulte,149,9.0
164,12,The Petrified Forest,150,9.0
165,12,Dalida,151,8.0
166,12,Sesame Street: Alphabet Songs,152,9.0
167,12,The Bucket List,153,8.0
168,12,Life of Pi,154,9.0
169,12,The Guard,155,9.0
170,12,Besa,156,8.0
171,12,Contagion,25,7.0
172,12,Cactus Flower,157,8.0
173,12,U raljama zivota,158,8.0
174,12,Cirkus Columbia,159,8.0
175,12,Mei to Koneko basu,160,9.0
176,13,"Don't Worry, He Won't Get Far on Foot",161,
177,13,Contagion,25,
178,13,Jexi,162,
179,13,Sometimes Always Never,163,
180,13,The Gentlemen,164,
181,13,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,102,
182,13,The King,165,
183,13,The Good Liar,166,
184,13,Dark Waters,167,
185,13,Richard Jewell,168,
186,13,The Informer,76,
187,13,1917,118,
188,13,Little Women,169,
189,13,Bombshell,104,
190,13,Hustlers,170,
191,13,The Lighthouse,171,
192,13,The Report,95,
193,13,The Two Popes,172,
194,13,The Art of Self-Defense,173,
195,13,The Aeronauts,174,
196,13,Star Wars: Episode IX - The Rise of Skywalker,99,
197,13,Last Christmas,175,
198,13,Marriage Story,176,
199,13,Judy,177,
200,13,The Irishman,178,
201,14,Contagion,25,8.0
202,14, Mark Kermode's Secrets of Cinema:,179,
203,14,Kingsman: The Golden Circle,180,6.0
204,14,Spenser Confidential,100,7.0
205,14,Devs,181,8.0
206,14,I Am Not Okay with This,182,7.0
207,14,B-Movie: Lust & Sound in West-Berlin 1979-1989,183,7.0
208,14,Gisaengchung,49,8.0
209,14,The Interpreter,184,8.0
210,14,The Goop Lab,185,1.0
211,14,Spy,186,4.0
212,14,The Necessary Death of Charlie Countryman,187,7.0
213,14,Death at a Funeral,188,2.0
214,14,Medical Police,189,2.0
215,14,The Witcher,190,
216,14,Charlie's Angels,106,7.0
217,14,Terminator: Dark Fate,114,6.0
218,14,The Loudest Voice,191,8.0
219,14,Beforeigners,192,9.0
220,14,Mindhunter,193,8.0
221,14,Barely Lethal,194,6.0
222,14,Once Upon a Time... in Hollywood,195,9.0
223,14,The Boys,196,8.0
224,14,3rd Rock from the Sun,197,9.0
225,14,Kraftidioten,198,9.0
226,15,Messiah,199,9.0
227,15,Yi jiu si er,200,10.0
228,15,12 Years a Slave,201,10.0
229,15,Gravity,202,10.0
230,15,All Is Lost,203,10.0
231,15,Elysium,204,8.0
232,15,The Sessions,205,10.0
233,15,The Sweeney,206,8.0
234,15,Dredd,90,8.0
235,15,The Artist,207,10.0
236,15,Take This Waltz,208,9.0
237,15,The Dark Knight Rises,209,8.0
238,15,Serbuan Maut,210,9.0
239,15,Anonymous,211,
240,15,Contagion,25,
241,15,Super 8,212,
242,15,Tinker Tailor Soldier Spy,213,
243,15,Drive,56,
244,16,The Song of Names,214,10.0
245,16,Contagion,25,9.0
246,16,Busanhaeng,215,10.0
247,16,Noelle,216,10.0
248,16,Togo,217,10.0
249,16,Eli,218,7.0
250,16,Arctic,219,9.0
251,16,The Perfect Date,220,6.0
252,16,Eagle Eye,221,10.0
253,16,Wonder,222,10.0
254,16,Submerged,223,5.0
255,16,Lion,224,10.0
256,16,Shut In,225,7.0
257,16,Pride & Prejudice,226,10.0
258,16,Far from the Madding Crowd,227,10.0
259,16,Mustang,228,10.0
260,16,Twinsters,229,10.0
261,17,Ant-Man,230,6.0
262,17,Inside Out,231,9.0
263,17,The One I Love,232,8.0
264,17,Mad Max: Fury Road,233,9.0
265,17,Citizenfour,234,9.0
266,17,Cobain: Montage of Heck,235,8.0
267,17,Frank,236,8.0
268,17,Still Alice,237,9.0
269,17,Boyhood,238,7.0
270,17,Tusk,239,8.0
271,17,Lucy,240,7.0
272,17,The Theory of Everything,241,7.0
273,17,Side by Side,242,8.0
274,17,The Interview,243,7.0
275,17,Gwoemul,244,8.0
276,17,Selma,245,8.0
277,17,The Hobbit: The Battle of the Five Armies,246,7.0
278,17,Whiplash,247,8.0
279,17,The Imitation Game,248,8.0
280,17,Inherent Vice,249,7.0
281,17,Birdman or (The Unexpected Virtue of Ignorance),250,9.0
282,17,Snowpiercer,251,8.0
283,17,Nightcrawler,252,8.0
284,17,Interstellar,53,8.0
285,17,Big Hero 6,253,7.0
286,18,Contagion,25,10.0
287,18, Game of Thrones:,122,1.0
288,18,Shazam!,254,10.0
289,19,Contagion,25,8.0
290,20,Contagion,25,8.0
291,20,Lost in Space,255,6.0
292,20,Solo: A Star Wars Story,256,8.0
293,20,Independence Day,257,
294,20,Zodiac: Signs of the Apocalypse,258,1.0
295,20,Wolf Hall,259,9.0
296,20,The Interview,243,2.0
297,20,The November Man,260,9.0
298,20,A Million Ways to Die in the West,261,2.0
299,20,Noah,262,1.0
300,20,Only God Forgives,263,1.0
301,20,The Way Way Back,264,9.0
302,20,The Watch,265,1.0
303,20,Extremely Loud & Incredibly Close,266,8.0
304,20,RED,267,
305,20,Bad Boys,268,
306,21,Mayflower: The Pilgrims' Adventure,269,7.0
307,21,Victoria & Abdul,270,10.0
308,21,Law & Order: Special Victims Unit,271,1.0
309,21,Man on a Ledge,272,7.0
310,21,Some People,273,7.0
311,21,The Personal History of David Copperfield,274,1.0
312,21,Whitney,275,9.0
313,21,Contagion,25,8.0
314,21,Johnny English Strikes Again,276,4.0
315,21,Murder on the Orient Express,277,1.0
316,21,Hidden Figures,278,8.0
317,21,Hitsville: The Making of Motown,279,3.0
318,21,The Bounty,280,10.0
319,21,Johnny English,281,7.0
320,21,That'll Be the Day,282,3.0
321,21,Mission: Impossible - Fallout,283,1.0
322,21,Baywatch,284,1.0
323,21,Cold Pursuit,285,3.0
324,21,Stan & Ollie,286,10.0
325,21,Skin,287,10.0
326,21,The Bank Job,288,8.0
327,21,Diana,289,1.0
328,21,Ben-Hur,290,1.0
329,21,Silence,291,2.0
330,21,Frasier,292,10.0
331,22,Warrior,293,9.0
332,22,Contagion,25,8.0
333,22,Transformers: Revenge of the Fallen,294,4.0
334,22,X: First Class,295,8.0
335,22,Avatar,296,6.0
336,22,Scott Pilgrim vs. the World,297,10.0
337,22,The Social Network,298,10.0
338,23,Contagion,25,8.0
339,24,Living Universe,299,9.0
340,24,Occupation,300,8.0
341,24,Contagion,25,
342,24,"Tomorrow, When the War Began",301,9.0
343,24,The Hurt Locker,302,2.0
344,24,District 9,303,8.0
345,24,Australia,304,7.0
346,0,The Zero Theorem,0,4.0
347,0,The Imaginarium of Doctor Parnassus,1,7.0
348,0,The Brothers Grimm,2,5.0
349,0,Fear and Loathing in Las Vegas,3,7.0
350,0,Twelve Monkeys,4,10.0
351,0,The Fisher King,5,8.0
352,0,The Adventures of Baron Munchausen,6,7.0
353,0,Brazil,7,10.0
354,0,Time Bandits,8,7.0
355,0,Rampage,9,3.0
356,0,Alone in the Dark,10,2.0
357,0,Spectre,11,7.0
358,0,Skyfall,12,10.0
359,0,Quantum of Solace,13,5.0
360,0,Casino Royale,14,8.0
361,0,Die Another Day,15,3.0
362,0,The World Is Not Enough,16,3.0
363,0,Tomorrow Never Dies,17,5.0
364,0,GoldenEye,18,10.0
365,0,Licence to Kill,19,7.0
366,0,Downhill,20,7.0
367,0,The Living Daylights,21,6.0
368,0,A View to a Kill,22,3.0
369,0,Octopussy,23,8.0
370,0,For Your Eyes Only,24,6.0
371,1,Contagion,25,10.0
372,2,The Most Dangerous Animal of All,26,7.0
373,2,Contagion,25,9.0
374,2,The Game Changers,27,10.0
375,2,Pet Sematary,28,2.0
376,2,The Movies,29,4.0
377,2,Justice League,30,1.0
378,2,The Equalizer 2,31,6.0
379,2,Open Grave,32,10.0
380,2,Tezaab,33,7.0
381,2,The Lego Movie,34,
382,2,Standoff,35,3.0
383,2,Rocky,36,
384,2,Cast Away,37,
385,2,Sholay,38,9.0
386,2,Gol Maal,39,8.0
387,2,Chashme Buddoor,40,10.0
388,2,Pushpaka Vimana,41,10.0
389,2,Jaane Bhi Do Yaaro,42,10.0
390,2,City of Joy,43,
391,2,The Mothman Prophecies,44,9.0
392,2,Paranormal Activity,45,9.0
393,3,Green Book,46,9.0
394,3,Silicon Valley,47,7.0
395,3,Salinui chueok,48,8.0
396,3,Gisaengchung,49,9.0
397,3,The Fountainhead,50,9.0
398,3,Klaus,51,8.0
399,3,Jojo Rabbit,52,9.0
400,3,Interstellar,53,8.0
401,3,Death Sentence,54,6.0
402,3,Yesterday,55,8.0
403,3,Drive,56,7.0
404,3,The Passion of the Christ,57,9.0
405,3,Safety Not Guaranteed,58,9.0
406,3,Deadpool,59,8.0
407,3,Nocturnal Animals,60,10.0
408,3,Kung Fury,61,10.0
409,3,Thor: Ragnarok,62,7.0
410,3,El Camino: A Breaking Bad Movie,63,6.0
411,3,Joker,64,10.0
412,3,Joker,64,10.0
413,3,Boy,65,8.0
414,3,The Green Inferno,66,7.0
415,3,Grindhouse,67,8.0
416,3,The Road,68,5.0
417,3,The Fifth Element,69,7.0
418,4,I See You,70,7.0
419,4,Eyes of Laura Mars,71,6.0
420,4,Marrowbone,72,2.0
421,4,Marlina si pembunuh dalam empat babak,73,7.0
422,4,Deo ge-im,74,4.0
423,4,The Killing of a Sacred Deer,75,1.0
424,4,The Informer,76,6.0
425,4,Exfiltrés,77,6.0
426,4,The Hummingbird Project,78,6.0
427,4,Black Money,79,7.0
428,4,NH10,80,7.0
429,4,Mother!,81,1.0
430,4,The Gift,82,6.0
431,4,Escape,83,1.0
432,4,22-nenme no kokuhaku: Watashi ga satsujinhan desu,84,1.0
433,4,Escape Room,85,4.0
434,4,Quien a hierro mata,86,6.0
435,4,El Topo,87,7.0
436,4,Earthquake Bird,88,5.0
437,4,The Drop,89,7.0
438,4,Dredd,90,7.0
439,4,Detour,91,6.0
440,4,Dead on Arrival,92,5.0
441,4,Dead End,93,1.0
442,4,Danger Close: The Battle of Long Tan,94,9.0
443,5,The Report,95,8.0
444,5,Fukkatsu no hi,96,8.0
445,5,Virus,97,8.0
446,5,Gamgi,98,7.0
447,5,Star Wars: Episode IX - The Rise of Skywalker,99,5.0
448,5,Contagion,25,9.0
449,5,Spenser Confidential,100,7.0
450,5,Sonic the Hedgehog,101,8.0
451,5,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,102,7.0
452,5,Starcrash,103,3.0
453,5,Bombshell,104,8.0
454,5,Superman: Red Son,105,7.0
455,5,Charlie's Angels,106,4.0
456,5,Gisaengchung,49,8.0
457,5,The Adventures of Buckaroo Banzai Across the 8th Dimension,107,5.0
458,5,Abigail,108,5.0
459,5,It Chapter Two,109,8.0
460,5,The Final Level: Escaping Rancala,110,3.0
461,5,Free Enterprise,111,8.0
462,5,Zombieland: Double Tap,112,6.0
463,5,Color Out of Space,113,8.0
464,5,Terminator: Dark Fate,114,8.0
465,5,Snatchers,115,7.0
466,5,Dark Light,116,6.0
467,5,Gemini Man,117,7.0
468,6,Contagion,25,8.0
469,6,1917,118,7.0
470,6,Star Wars: Episode IX - The Rise of Skywalker,99,10.0
471,6, The Mandalorian:,119,10.0
472,6,The Mandalorian,119,10.0
473,6,Tin Star,120,6.0
474,6, Fear the Walking Dead:,121,1.0
475,6, Game of Thrones:,122,10.0
476,6,Crazy Rich Asians,123,2.0
477,6,The Titan,124,1.0
478,6, The Walking Dead:,125,3.0
479,7,Contagion,25,10.0
480,8,Contagion,25,8.0
481,8,The Man in the High Castle,126,9.0
482,8,Tuntematon sotilas,127,8.0
483,8,Timeless,128,8.0
484,9,Bad Boys for Life,129,4.0
485,9,Joker,64,8.0
486,9,Black Panther,130,9.0
487,9,Van Helsing,131,
488,9,Person of Interest,132,5.0
489,9,Contagion,25,7.0
490,9,SM-rechter,133,8.0
491,9,The Man Who Would Be King,134,3.0
492,9,Killshot,135,7.0
493,9,Chocolat,136,1.0
494,10,Contagion,25,
495,11,Contagion,25,9.0
496,11,Sons of the Caliphate,137,2.0
497,12,The Call of the Wild,138,8.0
498,12,Joker,64,9.0
499,12,Anthropocene: The Human Epoch,139,8.0
500,12,McQueen,140,9.0
501,12,Koja je ovo drzava!,141,8.0
502,12,Red Army,142,9.0
503,12,Mouchette,143,8.0
504,12,Pope Francis: A Man of His Word,144,8.0
505,12,Auf der anderen Seite,145,9.0
506,12,Still Life,146,9.0
507,12,I Feel Pretty,147,6.0
508,12,Posoki,148,8.0
509,12,L'insulte,149,9.0
510,12,The Petrified Forest,150,9.0
511,12,Dalida,151,8.0
512,12,Sesame Street: Alphabet Songs,152,9.0
513,12,The Bucket List,153,8.0
514,12,Life of Pi,154,9.0
515,12,The Guard,155,9.0
516,12,Besa,156,8.0
517,12,Contagion,25,7.0
518,12,Cactus Flower,157,8.0
519,12,U raljama zivota,158,8.0
520,12,Cirkus Columbia,159,8.0
521,12,Mei to Koneko basu,160,9.0
522,13,"Don't Worry, He Won't Get Far on Foot",161,
523,13,Contagion,25,
524,13,Jexi,162,
525,13,Sometimes Always Never,163,
526,13,The Gentlemen,164,
527,13,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,102,
528,13,The King,165,
529,13,The Good Liar,166,
530,13,Dark Waters,167,
531,13,Richard Jewell,168,
532,13,The Informer,76,
533,13,1917,118,
534,13,Little Women,169,
535,13,Bombshell,104,
536,13,Hustlers,170,
537,13,The Lighthouse,171,
538,13,The Report,95,
539,13,The Two Popes,172,
540,13,The Art of Self-Defense,173,
541,13,The Aeronauts,174,
542,13,Star Wars: Episode IX - The Rise of Skywalker,99,
543,13,Last Christmas,175,
544,13,Marriage Story,176,
545,13,Judy,177,
546,13,The Irishman,178,
547,14,Contagion,25,8.0
548,14, Mark Kermode's Secrets of Cinema:,179,
549,14,Kingsman: The Golden Circle,180,6.0
550,14,Spenser Confidential,100,7.0
551,14,Devs,181,8.0
552,14,I Am Not Okay with This,182,7.0
553,14,B-Movie: Lust & Sound in West-Berlin 1979-1989,183,7.0
554,14,Gisaengchung,49,8.0
555,14,The Interpreter,184,8.0
556,14,The Goop Lab,185,1.0
557,14,Spy,186,4.0
558,14,The Necessary Death of Charlie Countryman,187,7.0
559,14,Death at a Funeral,188,2.0
560,14,Medical Police,189,2.0
561,14,The Witcher,190,
562,14,Charlie's Angels,106,7.0
563,14,Terminator: Dark Fate,114,6.0
564,14,The Loudest Voice,191,8.0
565,14,Beforeigners,192,9.0
566,14,Mindhunter,193,8.0
567,14,Barely Lethal,194,6.0
568,14,Once Upon a Time... in Hollywood,195,9.0
569,14,The Boys,196,8.0
570,14,3rd Rock from the Sun,197,9.0
571,14,Kraftidioten,198,9.0
572,15,Messiah,199,9.0
573,15,Yi jiu si er,200,10.0
574,15,12 Years a Slave,201,10.0
575,15,Gravity,202,10.0
576,15,All Is Lost,203,10.0
577,15,Elysium,204,8.0
578,15,The Sessions,205,10.0
579,15,The Sweeney,206,8.0
580,15,Dredd,90,8.0
581,15,The Artist,207,10.0
582,15,Take This Waltz,208,9.0
583,15,The Dark Knight Rises,209,8.0
584,15,Serbuan Maut,210,9.0
585,15,Anonymous,211,
586,15,Contagion,25,
587,15,Super 8,212,
588,15,Tinker Tailor Soldier Spy,213,
589,15,Drive,56,
590,16,The Song of Names,214,10.0
591,16,Contagion,25,9.0
592,16,Busanhaeng,215,10.0
593,16,Noelle,216,10.0
594,16,Togo,217,10.0
595,16,Eli,218,7.0
596,16,Arctic,219,9.0
597,16,The Perfect Date,220,6.0
598,16,Eagle Eye,221,10.0
599,16,Wonder,222,10.0
600,16,Submerged,223,5.0
601,16,Lion,224,10.0
602,16,Shut In,225,7.0
603,16,Pride & Prejudice,226,10.0
604,16,Far from the Madding Crowd,227,10.0
605,16,Mustang,228,10.0
606,16,Twinsters,229,10.0
607,17,Ant-Man,230,6.0
608,17,Inside Out,231,9.0
609,17,The One I Love,232,8.0
610,17,Mad Max: Fury Road,233,9.0
611,17,Citizenfour,234,9.0
612,17,Cobain: Montage of Heck,235,8.0
613,17,Frank,236,8.0
614,17,Still Alice,237,9.0
615,17,Boyhood,238,7.0
616,17,Tusk,239,8.0
617,17,Lucy,240,7.0
618,17,The Theory of Everything,241,7.0
619,17,Side by Side,242,8.0
620,17,The Interview,243,7.0
621,17,Gwoemul,244,8.0
622,17,Selma,245,8.0
623,17,The Hobbit: The Battle of the Five Armies,246,7.0
624,17,Whiplash,247,8.0
625,17,The Imitation Game,248,8.0
626,17,Inherent Vice,249,7.0
627,17,Birdman or (The Unexpected Virtue of Ignorance),250,9.0
628,17,Snowpiercer,251,8.0
629,17,Nightcrawler,252,8.0
630,17,Interstellar,53,8.0
631,17,Big Hero 6,253,7.0
632,18,Contagion,25,10.0
633,18, Game of Thrones:,122,1.0
634,18,Shazam!,254,10.0
635,19,Contagion,25,8.0
636,20,Contagion,25,8.0
637,20,Lost in Space,255,6.0
638,20,Solo: A Star Wars Story,256,8.0
639,20,Independence Day,257,
640,20,Zodiac: Signs of the Apocalypse,258,1.0
641,20,Wolf Hall,259,9.0
642,20,The Interview,243,2.0
643,20,The November Man,260,9.0
644,20,A Million Ways to Die in the West,261,2.0
645,20,Noah,262,1.0
646,20,Only God Forgives,263,1.0
647,20,The Way Way Back,264,9.0
648,20,The Watch,265,1.0
649,20,Extremely Loud & Incredibly Close,266,8.0
650,20,RED,267,
651,20,Bad Boys,268,
652,21,Mayflower: The Pilgrims' Adventure,269,7.0
653,21,Victoria & Abdul,270,10.0
654,21,Law & Order: Special Victims Unit,271,1.0
655,21,Man on a Ledge,272,7.0
656,21,Some People,273,7.0
657,21,The Personal History of David Copperfield,274,1.0
658,21,Whitney,275,9.0
659,21,Contagion,25,8.0
660,21,Johnny English Strikes Again,276,4.0
661,21,Murder on the Orient Express,277,1.0
662,21,Hidden Figures,278,8.0
663,21,Hitsville: The Making of Motown,279,3.0
664,21,The Bounty,280,10.0
665,21,Johnny English,281,7.0
666,21,That'll Be the Day,282,3.0
667,21,Mission: Impossible - Fallout,283,1.0
668,21,Baywatch,284,1.0
669,21,Cold Pursuit,285,3.0
670,21,Stan & Ollie,286,10.0
671,21,Skin,287,10.0
672,21,The Bank Job,288,8.0
673,21,Diana,289,1.0
674,21,Ben-Hur,290,1.0
675,21,Silence,291,2.0
676,21,Frasier,292,10.0
677,22,Warrior,293,9.0
678,22,Contagion,25,8.0
679,22,Transformers: Revenge of the Fallen,294,4.0
680,22,X: First Class,295,8.0
681,22,Avatar,296,6.0
682,22,Scott Pilgrim vs. the World,297,10.0
683,22,The Social Network,298,10.0
684,23,Contagion,25,8.0
685,24,Living Universe,299,9.0
686,24,Occupation,300,8.0
687,24,Contagion,25,
688,24,"Tomorrow, When the War Began",301,9.0
689,24,The Hurt Locker,302,2.0
690,24,District 9,303,8.0
691,24,Australia,304,7.0
692,25,Spenser Confidential,100,6.0
693,26,Alita: Battle Angel,305,8.0
694,26,Spenser Confidential,100,8.0
695,26,30 Days of Night: Dark Days,306,5.0
696,26,The Pledge,307,7.0
697,26,I Don't Feel at Home in This World Anymore.,308,9.0
698,26,Alita: Battle Angel,305,8.0
699,26,Band of the Hand,309,5.0
700,26,Love and Bullets,310,4.0
701,26,The Outsider,311,7.0
702,26,Jack Ryan,312,10.0
703,26,Jason and the Argonauts,313,8.0
704,26,Dragged Across Concrete,314,8.0
705,26,Skyline,315,6.0
706,26,The Heroes of Telemark,316,8.0
707,26,Assassination,317,5.0
708,26,Shutter Island,318,5.0
709,26,The General's Daughter,319,6.0
710,26,To Live and Die in L.A.,320,9.0
711,26,Escape to Athena,321,7.0
712,26,Rooster Cogburn,322,7.0
713,26,Burn After Reading,323,9.0
714,26,Mr. & Mrs. Smith,324,8.0
715,26,Lonesome Dove,325,10.0
716,26,6 Underground,326,9.0
717,26,The Da Vinci Code,327,5.0
718,27,Trolls World Tour,328,6.0
719,27,My Spy,329,6.0
720,27,The Way Back,330,7.0
721,27,Bloodshot,331,4.0
722,27,Spenser Confidential,100,7.0
723,27,Emma.,332,7.0
724,27,The Invisible Man,333,8.0
725,27,Guns Akimbo,334,5.0
726,27,The Call of the Wild,138,8.0
727,27,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,102,6.0
728,27,Fantasy Island,335,3.0
729,27,Sonic the Hedgehog,101,7.0
730,27,The Rhythm Section,336,4.0
731,27,A Fall from Grace,337,5.0
732,27,Just Mercy,338,9.0
733,27,1917,118,7.0
734,27,Dolittle,339,7.0
735,27,The Gentlemen,164,8.0
736,27,The Gentlemen,164,8.0
737,27,The Gentleman,340,8.0
738,27,Star Wars: Episode IX - The Rise of Skywalker,99,8.0
739,27,Terminator: Dark Fate,114,5.0
740,27,Doctor Sleep,341,8.0
741,27,Abominable,342,8.0
742,27,Joker,64,5.0
743,28,Spenser Confidential,100,9.0
744,28,Vis a vis,343,10.0
745,28,Wu Assassins,344,7.0
746,28,What If,345,10.0
747,28,Selling Sunset,346,9.0
748,29,Black Sails,347,9.0
749,29,Deadwood,348,9.0
750,29,Reno 911!,349,9.0
751,29,The Sopranos,350,10.0
752,29,Monk,351,9.0
753,29,Arrested Development,352,9.0
754,29,Billions,353,9.0
755,29,Ray Donovan,354,9.0
756,29,The Umbrella Academy,355,9.0
757,29,Agents of S.H.I.E.L.D.,356,9.0
758,29,Arrow,357,9.0
759,29,The Flash,358,9.0
760,29,Smallville,359,10.0
761,29,Chappelle's Show,360,10.0
762,29,Shameless,361,9.0
763,29,Black Mirror,362,9.0
764,29,Daredevil,363,10.0
765,29,Luther,364,9.0
766,29,Outlander,365,9.0
767,29,The Witcher,190,9.0
768,29,Game of Thrones,122,10.0
769,29,Chernobyl,366,10.0
770,29,Peaky Blinders,367,10.0
771,29,Taboo,368,9.0
772,29,Entourage,369,10.0
773,30,Human Capital,370,6.0
774,30,Blow the Man Down,371,7.0
775,30,The Invisible Man,333,8.0
776,30,El hoyo,372,8.0
777,30,The Hunt,373,7.0
778,30,True History of the Kelly Gang,374,7.0
