userId,movieName,movieId,rating
20767592,Stan & Ollie,3385524,3
20767592,Some People,56509,7
20767592,Mayflower: The Pilgrims' Adventure,79539,7
20767592,Johnny English,274166,7
20767592,Man on a Ledge,1568338,7
20767592,Hidden Figures,4846340,7
20767592,Victoria & Abdul,5816682,7
20767592,The Personal History of David Copperfield,6439020,7
20767592,Hitsville: The Making of Motown,6733446,7
20767592,The Bank Job,200465,8
20767592,Contagion,1598778,8
20767592,Mission: Impossible - Fallout,4912910,8
20767592,Johnny English Strikes Again,6921996,8
20767592,Ben-Hur,2638144,9
20767592,Whitney,5740866,9
20767592,The Bounty,86993,10
20767592,Frasier,106004,10
20767592,Skin,964586,10
20767592,Murder on the Orient Express,3402236,10
22612557,Justice League,974015,1
22612557,The Equalizer 2,3766354,1
22612557,Pet Sematary,837563,2
22612557,Standoff,756582,3
22612557,The Game Changers,7455754,3
22612557,Tezaab,96252,7
22612557,Gol Maal,79221,8
22612557,The Most Dangerous Animal of All,4079926,8
22612557,The Movies,10468676,8
22612557,Sholay,73707,9
22612557,The Mothman Prophecies,265349,9
22612557,Paranormal Activity,1179904,9
22612557,Contagion,1598778,9
22612557,Chashme Buddoor,82162,10
22612557,Jaane Bhi Do Yaaro,85743,10
22612557,Pushpaka Vimana,251355,10
22612557,Open Grave,2071550,10
23081489,Zombieland: Double Tap,1560220,2
23081489,What's Your F@#King Deal?!,5174090,2
23081489,Damnation,6106704,6
23081489,Peaky Blinders,2442560,10
23081489,Spenser Confidential,8629748,10
23259707,Contagion,1598778,8
23749646,Swallow,8372298,1
23749646,Underwater,5774060,5
23749646,Clifton Hill,5919756,5
23749646,Guns Akimbo,6902676,5
23749646,Escape from Pretoria,5797184,6
23749646,El hoyo,8228288,6
23749646,The Hunt,8244784,6
23749646,Sweet Virginia,2582498,7
23749646,Impossible Monsters,4328094,7
23749646,Human Capital,9185066,7
23749646,Blood on Her Name,10085338,7
23749646,Hatsukoi,10228168,7
23749646,Horse Girl,11388406,7
23749646,The Invisible Man,1051906,8
23749646,Color Out of Space,5073642,8
23749646,Blow the Man Down,8299768,8
23749646,The Gentlemen,8367814,8
23749646,Verotika,9425078,8
23749646,Uncle John,3219194,9
23749646,True History of the Kelly Gang,4844140,9
23749646,After Midnight,8358220,9
23749646,Spenser Confidential,8629748,9
23749646,VFW,9894470,9
23749646,Camp Cold Brook,5829032,10
23749646,The Last Thing He Wanted,7456312,10
24136632,Transformers: Revenge of the Fallen,1055369,4
24136632,Avatar,499549,6
24136632,X: First Class,1270798,8
24136632,Contagion,1598778,8
24136632,Warrior,1291584,9
24136632,Scott Pilgrim vs. the World,446029,10
24136632,The Social Network,1285016,10
25240398,The Watch,1298649,1
25240398,Only God Forgives,1602613,1
25240398,Noah,1959490,1
25240398,Lost in Space,120738,6
25240398,Solo: A Star Wars Story,3778644,6
25240398,The Interview,2788710,7
25240398,Extremely Loud & Incredibly Close,477302,8
25240398,Contagion,1598778,8
25240398,Zodiac: Signs of the Apocalypse,3102206,8
25240398,The Way Way Back,1727388,9
25240398,The November Man,2402157,9
25240398,A Million Ways to Die in the West,2557490,10
25240398,Wolf Hall,3556920,10
25945032,Spenser Confidential,8629748,6
25945032,Hunter Killer,1846589,8
25945032,Liar,6021284,8
25945032,Valor,6503244,8
27566963,Spenser Confidential,8629748,1
27566963,Canal Street,6183104,6
27566963,Captive State,5968394,7
27566963,Who Is America?,8679236,7
27566963,The Outsiders,86066,8
27566963,Ready Player One,1677720,8
27566963,Once Upon a Time... in Hollywood,7131622,9
27566963,Disenchantment,5363918,10
28088377,The Sweeney,857190,8
28088377,Dredd,1343727,8
28088377,The Dark Knight Rises,1345836,8
28088377,Elysium,1535108,8
28088377,Take This Waltz,1592281,9
28088377,Serbuan Maut,1899353,9
28088377,Gravity,1454468,10
28088377,The Artist,1655442,10
28088377,The Sessions,1866249,10
28088377,All Is Lost,2017038,10
28088377,12 Years a Slave,2024544,10
28088377,Yi jiu si er,2113822,10
32512011,Dead End,308152,1
32512011,Escape,2147277,1
32512011,Escape Room,5886046,1
32512011,Dead on Arrival,5903088,2
32512011,I See You,6079516,2
32512011,Detour,4372390,3
32512011,Quien a hierro mata,7967412,3
32512011,Deo ge-im,1310501,4
32512011,Marrowbone,5886440,4
32512011,Earthquake Bird,8178486,4
32512011,Eyes of Laura Mars,77530,6
32512011,The Informer,1833116,6
32512011,Marlina si pembunuh dalam empat babak,5923026,6
32512011,El Topo,67866,7
32512011,Dredd,1343727,7
32512011,The Drop,1600196,7
32512011,22-nenme no kokuhaku: Watashi ga satsujinhan desu,5882982,7
32512011,Exfiltrés,6100286,7
32512011,Black Money,11238048,7
32512011,The Hummingbird Project,6866224,8
32512011,Danger Close: The Battle of Long Tan,441881,9
32512011,The Killing of a Sacred Deer,5715874,9
32512011,NH10,3742284,10
32512011,The Gift,4178092,10
32512011,Mother!,5109784,10
34721777,Contagion,1598778,10
42431280,See,7949218,4
42431280,Spenser Confidential,8629748,6
42431280,Daybreak,8755226,6
42431280,Ray Donovan,2249007,7
42431280,The Goldfinch,3864056,7
42431280,The Mick,5638056,7
42431280,For All Mankind,7772588,7
42431280,Motherless Brooklyn,385887,8
42431280,Klaus,4729430,8
42431280,Briarpatch,8289758,8
42431280,Mythic Quest: Raven's Banquet,8879940,8
42431280,The Leftovers,2699128,9
42431280,Taboo,3647998,9
42431280,The Witcher,5180504,9
42431280,The Morning Show,7203552,9
42431280,6 Underground,8106534,9
42431280,68 Whiskey,8680948,9
42431280,The Only Living Boy in New York,460890,10
42431280,Crash Pad,4557956,10
44168314,What If,2639268,1
44168314,Vis a vis,4524056,1
44168314,Wu Assassins,8652642,4
44168314,Spenser Confidential,8629748,7
44168314,Selling Sunset,9817298,7
46751959,Spenser Confidential,8629748,4
46751959,100 Humans,11823088,8
47423880, Stargate SG-1:,118480,4
47423880,Spenser Confidential,8629748,8
52701148," Love, Death & Robots:",9561862,2
52701148, The Frankenstein Chronicles:,4206804,5
52701148,Joker,7286456,5
52701148,Spenser Confidential,8629748,7
54765495,Spenser Confidential,8629748,8
57120108,Crazy Rich Asians,3104988,1
57120108, The Walking Dead:,1520211,3
57120108,The Titan,4986098,3
57120108,Star Wars: Episode IX - The Rise of Skywalker,2527338,5
57120108, Fear the Walking Dead:,3743822,7
57120108,1917,8579674,7
57120108,Contagion,1598778,8
57120108,Tin Star,4607112,8
57120108, The Mandalorian:,8111088,8
57120108, Game of Thrones:,944947,10
57120108,The Mandalorian,8111088,10
61368657,"Blood, Sand and Gold",3616934,5
61368657,T-34,8820590,5
61368657,Shooter,4181172,6
61368657,Top Coat Cash,4488840,6
61368657,Arrival,2543164,8
61368657,Spenser Confidential,8629748,8
61368657,Iron Fist,3322310,9
61368657,Escape Plan 2: Hades,6513656,9
61368657,We Die Young,7903530,9
61368657,The Mourning,2503768,10
61368657,Boyka: Undisputed IV,3344680,10
62408278,Contagion,1598778,10
64517490,Spenser Confidential,8629748,4
64803376,Contagion,1598778,8
64803376,Timeless,5511582,8
64803376,The Man in the High Castle,1740299,9
64803376,Tuntematon sotilas,4065552,9
65887065,Togo,5116302,1
65887065,Arctic,6820256,2
65887065,Wonder,2543472,3
65887065,Shut In,2582500,6
65887065,Far from the Madding Crowd,2935476,7
65887065,Twinsters,2980626,7
65887065,Submerged,3236976,7
65887065,Mustang,3966404,7
65887065,The Perfect Date,8201170,7
65887065,Noelle,5097410,8
65887065,Eli,5294518,8
65887065,Busanhaeng,5700672,8
65887065,Contagion,1598778,9
65887065,Lion,3741834,9
65887065,Pride & Prejudice,414387,10
65887065,Eagle Eye,1059786,10
65887065,The Song of Names,1657517,10
71797794,Contagion,1598778,8
72177365,Once Upon a Time... in Hollywood,7131622,1
72177365,Death at a Funeral,1321509,2
72177365,Charlie's Angels,5033998,4
72177365, Mark Kermode's Secrets of Cinema:,7907918,4
72177365,Beforeigners,8332130,4
72177365,The Goop Lab,11561206,5
72177365,Barely Lethal,1731701,6
72177365,Kingsman: The Golden Circle,4649466,6
72177365,The Necessary Death of Charlie Countryman,1196948,7
72177365,Spy,3079380,7
72177365,Spenser Confidential,8629748,7
72177365,The Interpreter,373926,8
72177365,The Boys,1190634,8
72177365,Contagion,1598778,8
72177365,Terminator: Dark Fate,6450804,8
72177365,Gisaengchung,6751668,8
72177365,3rd Rock from the Sun,115082,9
72177365,B-Movie: Lust & Sound in West-Berlin 1979-1989,4291066,9
72177365,Mindhunter,5290382,9
72177365,The Loudest Voice,6821044,9
72177365,Kraftidioten,2675914,10
72177365,The Witcher,5180504,10
72177365,Devs,8134186,10
72177365,Medical Police,9850952,10
72243999,Sons of the Caliphate,10202268,6
72243999,Contagion,1598778,9
81298076,Spenser Confidential,8629748,7
86565652, Game of Thrones:,944947,1
86565652,Shazam!,448115,10
86565652,Contagion,1598778,10
89069211,Castle Rock,6548228,1
89069211,Game of Thrones,944947,3
89069211,Spenser Confidential,8629748,4
89069211,Wonder Woman,451279,5
89069211,The Last Black Man in San Francisco,4353250,5
89069211,Riot,4642044,6
89069211,Nighthawks,6801218,6
89069211,Star Trek: Picard,8806524,6
89069211,The Witcher,5180504,7
89069211,Rootwood,8976608,7
89069211,The Head Hunter,6469548,8
89069211,21 Bridges,8688634,8
89069211,Solomon Kane,970452,9
89069211,The Salvation,2720680,9
89069211,Deadwood,4943998,9
89069211,Watchmen,7049682,9
89069211,Messiah,7671598,9
89069211,Another Life,8369840,9
89069211,Ad Astra,2935510,10
89069211,I Kill Giants,4547194,10
89494061,Kung Fury,3472226,1
89494061,Nocturnal Animals,4550098,3
89494061,Gisaengchung,6751668,3
89494061,The Road,898367,5
89494061,Death Sentence,804461,6
89494061,El Camino: A Breaking Bad Movie,9243946,6
89494061,The Fifth Element,119116,7
89494061,Drive,780504,7
89494061,Green Book,6966692,7
89494061,Joker,7286456,7
89494061,Salinui chueok,353969,8
89494061,Grindhouse,462322,8
89494061,Interstellar,816692,8
89494061,Deadpool,1431045,8
89494061,Boy,1560139,8
89494061,Jojo Rabbit,2584384,8
89494061,The Fountainhead,41386,9
89494061,The Passion of the Christ,335345,9
89494061,Safety Not Guaranteed,1862079,9
89494061,The Green Inferno,2403021,9
89494061,Silicon Valley,2575988,9
89494061,Klaus,4729430,9
89494061,Thor: Ragnarok,3501632,10
106003654,Just Mercy,4916630,1
106003654,Fantasy Island,983946,3
106003654,Trolls World Tour,6587640,3
106003654,A Fall from Grace,11390036,3
106003654,Bloodshot,1634106,4
106003654,The Rhythm Section,7134096,5
106003654,Terminator: Dark Fate,6450804,6
106003654,Guns Akimbo,6902676,6
106003654,Emma.,9214832,6
106003654,Dolittle,6673612,7
106003654,The Invisible Man,1051906,8
106003654,The Gentleman,1156394,8
106003654,Sonic the Hedgehog,3794354,8
106003654,The Call of the Wild,7504726,8
106003654,Spenser Confidential,8629748,8
106003654,Joker,7286456,9
106003654,The Way Back,8544498,10
110212703,Alone in the Dark,369226,2
110212703,A View to a Kill,90264,3
110212703,The World Is Not Enough,143145,3
110212703,Die Another Day,246460,3
110212703,Rampage,1337057,3
110212703,Tomorrow Never Dies,120347,5
110212703,The Brothers Grimm,355295,5
110212703,Quantum of Solace,830515,5
110212703,For Your Eyes Only,82398,6
110212703,The Living Daylights,93428,6
110212703,Downhill,17825,7
110212703,Time Bandits,81633,7
110212703,The Adventures of Baron Munchausen,96764,7
110212703,Licence to Kill,97742,7
110212703,Fear and Loathing in Las Vegas,120669,7
110212703,The Imaginarium of Doctor Parnassus,1054606,7
110212703,The Zero Theorem,2333804,7
110212703,Octopussy,86034,8
110212703,The Fisher King,101889,8
110212703,Casino Royale,381061,8
110212703,Spectre,2379713,9
110212703,Brazil,88846,10
110212703,GoldenEye,113189,10
110212703,Twelve Monkeys,114746,10
110212703,Skyfall,1074638,10
114199150,Logan Lucky,5439796,2
114199150,Bird Box,2737304,3
114199150,The Last Thing He Wanted,7456312,5
114199150,A Quiet Place,6644200,6
114199150,American Factory,9351980,6
114199150,Spenser Confidential,8629748,7
114199150,Wine Country,8169446,8
114199150,The Ruling Class,69198,9
114199150,Skyscraper,5758778,9
114199150,Busanhaeng,5700672,10
114763438,Spenser Confidential,8629748,7
