userId,movieId,rating
26,339,7
26,340,7
26,341,7
26,101,8
26,342,8
26,343,8
26,344,8
26,345,9
26,134,9
26,59,9
26,346,9
26,42,9
26,347,9
26,348,10
26,349,10
27,350,1
27,351,1
27,352,4
27,22,7
27,353,7
28,22,4
28,354,8
29,355,4
29,22,8
30,356,2
30,357,5
30,85,5
30,22,7
31,22,8
32,358,1
32,359,3
32,360,3
32,18,5
32,361,7
32,8,7
32,74,8
32,362,8
32,363,8
32,154,10
33,364,5
33,365,5
33,366,6
33,367,6
33,368,8
33,22,8
33,369,9
33,370,9
33,371,9
33,372,10
33,373,10
34,74,10
35,22,4
36,74,8
36,374,8
36,375,9
36,376,9
37,377,1
37,378,2
37,379,3
37,380,6
37,381,7
37,382,7
37,383,7
37,384,7
37,385,7
37,386,8
37,387,8
37,388,8
37,74,9
37,389,9
37,390,10
37,391,10
37,392,10
38,74,8
39,48,1
39,393,2
39,62,4
39,394,4
39,395,4
39,396,5
39,397,6
39,398,6
39,399,7
39,400,7
39,22,7
39,401,8
39,402,8
39,74,8
39,50,8
39,57,8
39,403,9
39,404,9
39,405,9
39,406,9
39,407,10
39,59,10
39,408,10
39,409,10
40,410,6
40,74,9
41,22,7
42,154,1
42,411,10
42,74,10
43,412,1
43,154,3
43,22,4
43,413,5
43,414,5
43,415,6
43,416,6
43,417,6
43,59,7
43,418,7
43,419,8
43,420,8
43,421,9
43,422,9
43,423,9
43,424,9
43,425,9
43,426,9
43,427,10
43,428,10
44,429,1
44,430,3
44,57,3
44,431,5
44,432,6
44,433,6
44,434,7
44,435,7
44,436,7
44,85,7
44,437,8
44,438,8
44,174,8
44,439,8
44,440,8
44,441,8
44,442,9
44,443,9
44,444,9
44,445,9
44,446,9
44,342,9
44,447,10
45,448,1
45,449,3
45,450,3
45,451,3
45,452,4
45,453,5
45,50,6
45,258,6
45,454,6
45,455,7
45,157,8
45,456,8
45,73,8
45,111,8
45,22,8
45,85,9
45,457,10
46,458,2
46,459,3
46,460,3
46,461,3
46,462,3
46,463,5
46,464,5
46,465,5
46,466,6
46,467,6
46,468,7
46,469,7
46,470,7
46,471,7
46,472,7
46,473,7
46,474,7
46,475,8
46,476,8
46,477,8
46,478,9
46,479,10
46,480,10
46,481,10
46,482,10
47,483,2
47,484,3
47,275,5
47,485,6
47,486,6
47,22,7
47,487,8
47,488,9
47,489,9
47,388,10
48,22,7
