userId,movieId,rating
54,411,2
54,412,1
54,413,6
55,64,10
55,79,5
55,90,10
56,15,8
56,414,3
56,415,2
56,416,3
56,417,1
56,418,6
56,419,5
56,420,8
56,421,2
56,422,1
56,423,4
57,178,8
58,70,10
59,15,8
60,70,8
60,424,9
60,425,8
60,426,8
61,70,9
61,427,9
61,428,10
61,429,10
61,430,7
61,431,10
61,432,10
61,433,10
61,434,10
61,435,10
61,436,7
61,437,5
61,438,6
61,439,10
61,440,10
61,441,10
61,442,10
62,53,7
62,90,9
63,5,8
63,45,3
63,302,6
63,443,8
64,5,1
64,299,10
64,444,1
64,445,1
64,446,3
65,70,8
66,15,7
66,51,8
66,53,9
66,55,6
66,68,7
66,70,8
66,447,9
66,448,7
66,449,6
66,450,9
66,451,2
66,452,8
66,453,7
66,454,6
66,455,9
66,456,2
66,457,8
66,458,4
66,459,8
66,460,1
66,461,8
66,462,8
66,463,7
67,70,9
67,464,2
68,45,1
69,15,6
70,64,10
70,465,1
70,466,7
71,467,8
71,468,10
71,469,9
71,470,10
72,5,2
72,471,7
73,46,10
73,53,10
73,211,9
73,472,3
73,473,7
74,70,10
74,158,1
74,474,10
75,475,7
75,476,8
75,477,9
75,478,10
75,479,7
76,15,9
76,42,9
76,158,3
76,348,8
76,480,6
76,481,3
76,482,1
76,483,3
76,484,3
76,485,3
76,486,2
76,487,2
76,488,2
76,489,9
76,490,5
76,491,7
76,492,3
76,493,3
76,494,1
76,495,5
77,51,9
77,64,9
77,90,10
77,190,8
77,391,8
77,467,9
77,496,8
77,497,8
77,498,6
77,499,7
77,500,6
77,501,8
77,502,9
77,503,10
77,504,10
77,505,9
77,506,8
77,507,7
77,508,7
77,509,9
77,510,7
77,511,5
77,512,7
77,513,8
78,53,10
78,394,10
79,49,10
79,55,9
79,108,10
79,514,2
79,515,4
80,15,7
80,39,7
80,45,4
80,49,8
80,55,5
80,57,8
80,66,6
80,78,7
80,79,8
80,90,5
80,144,8
80,232,5
80,306,8
80,319,7
80,516,5
80,517,8
80,518,7
80,519,3
80,520,9
80,521,6
80,522,8
80,523,4
80,524,7
80,525,6
81,95,3
81,97,10
81,98,3
81,99,5
81,526,3
81,527,2
81,528,10
81,529,8
81,530,7
81,531,7
81,532,6
81,533,7
81,534,8
81,535,5
81,536,3
81,537,10
81,538,7
81,539,7
81,540,5
81,541,8
81,542,7
81,543,6
81,544,4
81,545,7
81,546,10
82,45,6
82,57,9
82,107,6
82,307,9
82,547,6
83,39,10
83,90,10
83,410,10
84,15,4
84,308,3
84,428,8
84,548,7
84,549,8
84,550,7
84,551,3
84,552,5
84,553,9
84,554,4
85,15,10
86,90,9
86,11,7
86,10,8
86,180,9
86,208,10
86,314,10
86,45,5
86,39,8
86,158,10
86,53,5
86,5,6
